Kommunkod,Kon,Aldersgrupp,Tillgangar2007,Average,AboveAvg
1461,woman,65-74,436,339,1
1461,woman,75+,242,339,0
1461,total,-19,1,484,0
1461,total,20-29,145,484,0
1461,total,30-49,643,484,1
1461,total,50-64,912,484,1
1461,total,65-74,612,484,1
1461,total,75+,402,484,0
1462,man,-19,1,543,0
1462,man,20-29,207,543,0
1462,man,30-49,712,543,1
1462,man,50-64,947,543,1
1462,man,65-74,756,543,1
1462,man,75+,768,543,1
1462,woman,20-29,178,342,0
1462,woman,30-49,511,342,1
1462,woman,50-64,569,342,1
1462,woman,65-74,499,342,1
1462,woman,75+,274,342,0
1462,total,-19,1,446,0
1462,total,20-29,193,446,0
1462,total,30-49,615,446,1
1462,total,50-64,769,446,1
1462,total,65-74,636,446,1
1462,total,75+,487,446,1
1463,man,-19,0,615,0
1463,man,20-29,145,615,0
1463,man,30-49,803,615,1
1463,man,50-64,1135,615,1
1463,man,65-74,1098,615,1
1463,man,75+,680,615,1
1463,woman,-19,1,388,0
1463,woman,20-29,154,388,0
1463,woman,30-49,610,388,1
1463,woman,50-64,689,388,1
1463,woman,65-74,504,388,1
1463,woman,75+,323,388,0
1463,total,-19,1,501,0
1463,total,20-29,149,501,0
1463,total,30-49,707,501,1
1463,total,50-64,915,501,1
1463,total,65-74,799,501,1
1463,total,75+,473,501,0
1465,man,20-29,176,743,0
1465,man,30-49,960,743,1
1465,man,50-64,1360,743,1
1465,man,65-74,1145,743,1
1465,man,75+,660,743,0
1465,woman,-19,3,325,0
1465,woman,20-29,121,325,0
1465,woman,30-49,475,325,1
1465,woman,50-64,580,325,1
1465,woman,65-74,441,325,1
1465,woman,75+,252,325,0
1465,total,-19,2,536,0
1465,total,20-29,150,536,0
1465,total,30-49,724,536,1
1465,total,50-64,984,536,1
1465,total,65-74,802,536,1
1465,total,75+,430,536,0
1466,man,20-29,114,616,0
1466,man,30-49,787,616,1
1466,man,50-64,1170,616,1
1466,man,65-74,1065,616,1
1466,man,75+,601,616,0
1466,woman,20-29,84,299,0
1466,woman,30-49,423,299,1
1466,woman,50-64,563,299,1
1466,woman,65-74,402,299,1
1466,woman,75+,236,299,0
1466,total,-19,1,461,0
1466,total,20-29,100,461,0
1466,total,30-49,611,461,1
1466,total,50-64,878,461,1
1466,total,65-74,739,461,1
1466,total,75+,386,461,0
1470,man,-19,4,674,0
1470,man,20-29,136,674,0
1470,man,30-49,902,674,1
1470,man,50-64,1272,674,1
1470,man,65-74,1030,674,1
1470,man,75+,603,674,0
1470,woman,20-29,89,304,0
1470,woman,30-49,445,304,1
1470,woman,50-64,564,304,1
1470,woman,65-74,435,304,1
1470,woman,75+,215,304,0
1470,total,-19,2,493,0
1470,total,20-29,114,493,0
1470,total,30-49,682,493,1
1470,total,50-64,939,493,1
1470,total,65-74,729,493,1
1470,total,75+,378,493,0
1471,man,20-29,180,593,0
1471,man,30-49,838,593,1
1471,man,50-64,1019,593,1
1471,man,65-74,905,593,1
1471,man,75+,567,593,0
1471,woman,20-29,154,309,0
1471,woman,30-49,447,309,1
1471,woman,50-64,558,309,1
1471,woman,65-74,383,309,1
1471,woman,75+,235,309,0
1471,total,-19,0,454,0
1471,total,20-29,167,454,0
1471,total,30-49,648,454,1
1471,total,50-64,798,454,1
1471,total,65-74,647,454,1
1471,total,75+,378,454,0
1472,man,20-29,93,425,0
1472,man,30-49,553,425,1
1472,man,50-64,720,425,1
1472,man,65-74,714,425,1
1472,man,75+,570,425,1
1472,woman,20-29,121,276,0
1472,woman,30-49,430,276,1
1472,woman,50-64,449,276,1
1472,woman,65-74,379,276,1
1472,woman,75+,244,276,0
1472,total,-19,0,351,0
1472,total,20-29,105,351,0
1472,total,30-49,493,351,1
1472,total,50-64,588,351,1
1472,total,65-74,545,351,1
1472,total,75+,380,351,1
1473,man,20-29,169,538,0
1473,man,30-49,649,538,1
1473,man,50-64,1023,538,1
1473,man,65-74,833,538,1
1473,man,75+,491,538,0
1473,woman,20-29,103,271,0
1473,woman,30-49,375,271,1
1473,woman,50-64,440,271,1
1473,woman,65-74,536,271,1
1473,woman,75+,182,271,0
1473,total,-19,0,407,0
1473,total,20-29,137,407,0
1473,total,30-49,512,407,1
1473,total,50-64,751,407,1
1473,total,65-74,686,407,1
1473,total,75+,314,407,0
1480,man,-19,4,615,0
1480,man,20-29,240,615,0
1480,man,30-49,718,615,1
1480,man,50-64,1200,615,1
1480,man,65-74,1324,615,1
1480,man,75+,1005,615,1
1480,woman,-19,4,555,0
1480,woman,20-29,235,555,0
1480,woman,30-49,725,555,1
1480,woman,50-64,1070,555,1
1480,woman,65-74,898,555,1
1480,woman,75+,649,555,1
1480,total,-19,4,585,0
1480,total,20-29,238,585,0
1480,total,30-49,721,585,1
1480,total,50-64,1134,585,1
1480,total,65-74,1099,585,1
1480,total,75+,780,585,1
1481,man,-19,2,773,0
1481,man,20-29,239,773,0
1481,man,30-49,980,773,1
1481,man,50-64,1451,773,1
1481,man,65-74,1571,773,1
1481,man,75+,1225,773,1
1481,woman,-19,4,683,0
1481,woman,20-29,252,683,0
1481,woman,30-49,993,683,1
1481,woman,50-64,1221,683,1
1481,woman,65-74,1017,683,1
1481,woman,75+,774,683,1
1481,total,-19,3,727,0
1481,total,20-29,245,727,0
1481,total,30-49,987,727,1
1481,total,50-64,1337,727,1
1481,total,65-74,1274,727,1
1481,total,75+,952,727,1
1482,man,-19,1,827,0
1482,man,20-29,221,827,0
1482,man,30-49,1112,827,1
1482,man,50-64,1499,827,1
1482,man,65-74,1447,827,1
1482,man,75+,1101,827,1
1482,woman,-19,3,638,0
1482,woman,20-29,251,638,0
1482,woman,30-49,933,638,1
1482,woman,50-64,1092,638,1
1482,woman,65-74,900,638,1
1482,woman,75+,597,638,0
1482,total,-19,2,732,0
1482,total,20-29,235,732,0
1482,total,30-49,1023,732,1
1482,total,50-64,1293,732,1
1482,total,65-74,1162,732,1
1482,total,75+,814,732,1
1484,man,-19,1,692,0
1484,man,20-29,132,692,0
1484,man,30-49,787,692,1
1484,man,50-64,1219,692,1
1484,man,65-74,1129,692,1
1484,man,75+,808,692,1
1484,woman,-19,3,513,0
1484,woman,20-29,171,513,0
1484,woman,30-49,662,513,1
1484,woman,50-64,849,513,1
1484,woman,65-74,788,513,1
1484,woman,75+,428,513,0
1484,total,-19,2,603,0
1484,total,20-29,149,603,0
1484,total,30-49,725,603,1
1484,total,50-64,1034,603,1
1484,total,65-74,958,603,1
1484,total,75+,586,603,0
1485,man,-19,1,545,0
1485,man,20-29,114,545,0
1485,man,30-49,687,545,1
1485,man,50-64,1022,545,1
1485,man,65-74,1049,545,1
1485,man,75+,697,545,1
1485,woman,-19,2,396,0
1485,woman,20-29,105,396,0
1485,woman,30-49,580,396,1
1485,woman,50-64,737,396,1
1485,woman,65-74,570,396,1
1485,woman,75+,348,396,0
1485,total,-19,1,470,0
1485,total,20-29,110,470,0
1485,total,30-49,634,470,1
1485,total,50-64,879,470,1
1485,total,65-74,791,470,1
1485,total,75+,490,470,1
1486,man,-19,5,757,0
1486,man,20-29,221,757,0
1486,man,30-49,896,757,1
1486,man,50-64,1360,757,1
1486,man,65-74,1177,757,1
1486,man,75+,891,757,1
1486,woman,20-29,160,537,0
1486,woman,30-49,777,537,1
1486,woman,50-64,946,537,1
1486,woman,65-74,751,537,1
1486,woman,75+,441,537,0
1486,total,-19,3,647,0
1486,total,20-29,192,647,0
1486,total,30-49,838,647,1
1486,total,50-64,1155,647,1
1486,total,65-74,970,647,1
1486,total,75+,626,647,0
1487,man,-19,2,531,0
1487,man,20-29,116,531,0
1487,man,30-49,666,531,1
1487,man,50-64,1020,531,1
1487,man,65-74,902,531,1
1487,man,75+,605,531,1
1487,woman,-19,1,355,0
1487,woman,20-29,123,355,0
1487,woman,30-49,517,355,1
1487,woman,50-64,631,355,1
1487,woman,65-74,522,355,1
1487,woman,75+,293,355,0
1487,total,-19,1,443,0
1487,total,20-29,120,443,0
1487,total,30-49,593,443,1
1487,total,50-64,826,443,1
1487,total,65-74,705,443,1
1487,total,75+,424,443,0
1488,man,-19,1,475,0
1488,man,20-29,106,475,0
1488,man,30-49,601,475,1
1488,man,50-64,860,475,1
1488,man,65-74,1055,475,1
1488,man,75+,675,475,1
1488,woman,-19,2,337,0
1488,woman,20-29,119,337,0
1488,woman,30-49,529,337,1
1488,woman,50-64,616,337,1
1488,woman,65-74,469,337,1
1488,woman,75+,278,337,0
1488,total,-19,2,407,0
1488,total,20-29,112,407,0
1488,total,30-49,567,407,1
1488,total,50-64,739,407,1
1488,total,65-74,745,407,1
1488,total,75+,441,407,1
1489,man,-19,1,701,0
1489,man,20-29,146,701,0
1489,man,30-49,859,701,1
1489,man,50-64,1364,701,1
1489,man,65-74,1338,701,1
1489,man,75+,799,701,1
1489,woman,-19,2,497,0
1489,woman,20-29,165,497,0
1489,woman,30-49,734,497,1
1489,woman,50-64,912,497,1
1489,woman,65-74,669,497,1
1489,woman,75+,442,497,0
1489,total,-19,1,598,0
1489,total,20-29,155,598,0
1489,total,30-49,796,598,1
1489,total,50-64,1137,598,1
1489,total,65-74,999,598,1
1489,total,75+,583,598,0
1490,man,-19,1,483,0
1490,man,20-29,95,483,0
1490,man,30-49,598,483,1
1490,man,50-64,930,483,1
1490,man,65-74,996,483,1
1490,man,75+,672,483,1
1490,woman,-19,1,340,0
1490,woman,20-29,102,340,0
1490,woman,30-49,518,340,1
1490,woman,50-64,642,340,1
1490,woman,65-74,476,340,1
1490,woman,75+,294,340,0
1490,total,-19,1,410,0
1490,total,20-29,98,410,0
1490,total,30-49,559,410,1
1490,total,50-64,785,410,1
1490,total,65-74,717,410,1
1490,total,75+,434,410,1
1491,man,20-29,127,629,0
1491,man,30-49,743,629,1
1491,man,50-64,1214,629,1
1491,man,65-74,1135,629,1
1491,man,75+,652,629,1
1491,woman,20-29,132,346,0
1491,woman,30-49,529,346,1
1491,woman,50-64,622,346,1
1491,woman,65-74,467,346,1
1491,woman,75+,254,346,0
1491,total,-19,1,488,0
1491,total,20-29,129,488,0
1491,total,30-49,640,488,1
1491,total,50-64,924,488,1
1491,total,65-74,806,488,1
1491,total,75+,417,488,0
1492,man,-19,2,443,0
1492,man,20-29,104,443,0
1492,man,30-49,579,443,1
1492,man,50-64,764,443,1
1492,man,65-74,698,443,1
1492,man,75+,511,443,1
1492,woman,20-29,99,277,0
1492,woman,30-49,383,277,1
1492,woman,50-64,512,277,1
1492,woman,65-74,372,277,1
1492,woman,75+,238,277,0
1492,total,-19,1,359,0
1492,total,20-29,102,359,0
1492,total,30-49,482,359,1
1492,total,50-64,642,359,1
1492,total,65-74,524,359,1
1492,total,75+,347,359,0
1493,man,-19,1,475,0
1493,man,20-29,130,475,0
1493,man,30-49,609,475,1
1493,man,50-64,860,475,1
1493,man,65-74,731,475,1
1493,man,75+,559,475,1
1493,woman,-19,1,315,0
1493,woman,20-29,124,315,0
1493,woman,30-49,451,315,1
1493,woman,50-64,533,315,1
1493,woman,65-74,433,315,1
1493,woman,75+,265,315,0
1493,total,-19,1,395,0
1493,total,20-29,127,395,0
1493,total,30-49,533,395,1
1493,total,50-64,694,395,1
1493,total,65-74,579,395,1
1493,total,75+,385,395,0
1494,man,-19,0,686,0
1494,man,20-29,165,686,0
1494,man,30-49,861,686,1
1494,man,50-64,1296,686,1
1494,man,65-74,1250,686,1
1494,man,75+,831,686,1
1494,woman,-19,2,409,0
1494,woman,20-29,131,409,0
1494,woman,30-49,647,409,1
1494,woman,50-64,719,409,1
1494,woman,65-74,571,409,1
1494,woman,75+,289,409,0
1494,total,-19,1,547,0
1494,total,20-29,149,547,0
1494,total,30-49,754,547,1
1494,total,50-64,1009,547,1
1494,total,65-74,894,547,1
1494,total,75+,510,547,0
1495,man,-19,1,531,0
1495,man,20-29,77,531,0
1495,man,30-49,629,531,1
1495,man,50-64,1012,531,1
1495,man,65-74,1086,531,1
1495,man,75+,710,531,1
1495,woman,-19,0,310,0
1495,woman,20-29,81,310,0
1495,woman,30-49,439,310,1
1495,woman,50-64,630,310,1
1495,woman,65-74,452,310,1
1495,woman,75+,227,310,0
1495,total,-19,1,419,0
1495,total,20-29,79,419,0
1495,total,30-49,534,419,1
1495,total,50-64,820,419,1
1495,total,65-74,764,419,1
1495,total,75+,417,419,0
1496,man,-19,1,479,0
1496,man,20-29,97,479,0
1496,man,30-49,668,479,1
1496,man,50-64,883,479,1
1496,man,65-74,922,479,1
1496,man,75+,629,479,1
1496,woman,-19,1,336,0
1496,woman,20-29,101,336,0
1496,woman,30-49,543,336,1
1496,woman,50-64,613,336,1
1496,woman,65-74,436,336,1
1496,woman,75+,261,336,0
1496,total,-19,1,407,0
1496,total,20-29,99,407,0
1496,total,30-49,607,407,1
1496,total,50-64,747,407,1
1496,total,65-74,665,407,1
1496,total,75+,406,407,0
1497,man,-19,1,577,0
1497,man,20-29,193,577,0
1497,man,30-49,755,577,1
1497,man,50-64,1043,577,1
1497,man,65-74,929,577,1
1497,man,75+,495,577,0
1497,woman,20-29,122,355,0
1497,woman,30-49,518,355,1
1497,woman,50-64,626,355,1
1497,woman,65-74,476,355,1
1497,woman,75+,260,355,0
1497,total,-19,3,465,0
1497,total,20-29,160,465,0
1497,total,30-49,639,465,1
1497,total,50-64,832,465,1
1497,total,65-74,706,465,1
1497,total,75+,351,465,0
1498,man,-19,0,525,0
1498,man,20-29,109,525,0
1498,man,30-49,645,525,1
1498,man,50-64,935,525,1
1498,man,65-74,1109,525,1
1498,man,75+,526,525,1
1498,woman,-19,1,271,0
1498,woman,20-29,106,271,0
1498,woman,30-49,423,271,1
1498,woman,50-64,460,271,1
1498,woman,65-74,409,271,1
1498,woman,75+,196,271,0
1498,total,-19,0,398,0
1498,total,20-29,107,398,0
1498,total,30-49,535,398,1
1498,total,50-64,705,398,1
1498,total,65-74,749,398,1
1498,total,75+,332,398,0
1499,man,-19,3,509,0
1499,man,20-29,98,509,0
1499,man,30-49,677,509,1
1499,man,50-64,1000,509,1
1499,man,65-74,847,509,1
1499,man,75+,552,509,1
1499,woman,-19,1,317,0
1499,woman,20-29,93,317,0
1499,woman,30-49,516,317,1
1499,woman,50-64,592,317,1
1499,woman,65-74,414,317,1
1499,woman,75+,213,317,0
1499,total,-19,2,413,0
1499,total,20-29,95,413,0
1499,total,30-49,599,413,1
1499,total,50-64,799,413,1
1499,total,65-74,621,413,1
1499,total,75+,347,413,0
1715,man,-19,1,488,0
1715,man,20-29,139,488,0
1715,man,30-49,614,488,1
1715,man,50-64,895,488,1
1715,man,65-74,764,488,1
1715,man,75+,604,488,1
1715,woman,-19,1,327,0
1715,woman,20-29,164,327,0
1715,woman,30-49,470,327,1
1715,woman,50-64,565,327,1
1715,woman,65-74,512,327,1
1715,woman,75+,247,327,0
1715,total,-19,1,407,0
1715,total,20-29,151,407,0
1715,total,30-49,543,407,1
1715,total,50-64,731,407,1
1715,total,65-74,642,407,1
1715,total,75+,395,407,0
1730,man,20-29,196,577,0
1730,man,30-49,702,577,1
1730,man,50-64,1054,577,1
1730,man,65-74,790,577,1
1730,man,75+,627,577,1
1730,woman,-19,1,311,0
1730,woman,20-29,128,311,0
1730,woman,30-49,419,311,1
1730,woman,50-64,506,311,1
1730,woman,65-74,430,311,1
1730,woman,75+,328,311,1
1730,total,-19,1,447,0
1730,total,20-29,164,447,0
1730,total,30-49,572,447,1
1730,total,50-64,785,447,1
1730,total,65-74,614,447,1
1730,total,75+,451,447,1
1737,man,-19,4,712,0
1737,man,20-29,133,712,0
1737,man,30-49,689,712,0
1737,man,50-64,998,712,1
1737,man,65-74,941,712,1
1737,man,75+,1752,712,1
1737,woman,-19,2,416,0
1737,woman,20-29,124,416,0
1737,woman,30-49,478,416,1
1737,woman,50-64,659,416,1
1737,woman,65-74,706,416,1
1737,woman,75+,475,416,1
1737,total,-19,3,565,0
1737,total,20-29,129,565,0
1737,total,30-49,589,565,1
1737,total,50-64,837,565,1
1737,total,65-74,820,565,1
1737,total,75+,1012,565,1
1760,man,20-29,103,361,0
1760,man,30-49,464,361,1
1760,man,50-64,587,361,1
1760,man,65-74,581,361,1
1760,man,75+,427,361,1
1760,woman,20-29,132,225,0
1760,woman,30-49,304,225,1
1760,woman,50-64,391,225,1
1760,woman,65-74,300,225,1
1760,woman,75+,164,225,0
1760,total,20-29,117,294,0
1760,total,30-49,387,294,1
1760,total,50-64,496,294,1
1760,total,65-74,436,294,1
1760,total,75+,275,294,0
1761,man,20-29,146,591,0
1761,man,30-49,827,591,1
1761,man,50-64,1032,591,1
1761,man,65-74,997,591,1
1761,man,75+,636,591,1
1761,woman,-19,2,504,0
1761,woman,20-29,213,504,0
1761,woman,30-49,795,504,1
1761,woman,50-64,850,504,1
1761,woman,65-74,652,504,1
1761,woman,75+,349,504,0
1761,total,-19,2,548,0
1761,total,20-29,177,548,0
1761,total,30-49,811,548,1
1761,total,50-64,944,548,1
1761,total,65-74,820,548,1
1761,total,75+,473,548,0
1762,man,-19,1,272,0
1762,man,20-29,73,272,0
1762,man,30-49,333,272,1
1762,man,50-64,486,272,1
1762,man,65-74,418,272,1
1762,man,75+,275,272,1
1762,woman,-19,2,155,0
1762,woman,20-29,63,155,0
1762,woman,30-49,203,155,1
1762,woman,50-64,259,155,1
1762,woman,65-74,218,155,1
1762,woman,75+,148,155,0
1762,total,-19,2,213,0
1762,total,20-29,69,213,0
1762,total,30-49,269,213,1
1762,total,50-64,378,213,1
1762,total,65-74,311,213,1
1762,total,75+,200,213,0
1763,man,20-29,115,388,0
1763,man,30-49,500,388,1
1763,man,50-64,708,388,1
1763,man,65-74,660,388,1
1763,man,75+,445,388,1
1763,woman,20-29,159,255,0
1763,woman,30-49,369,255,1
1763,woman,50-64,443,255,1
1763,woman,65-74,317,255,1
1763,woman,75+,225,255,0
1763,total,20-29,135,322,0
1763,total,30-49,436,322,1
1763,total,50-64,571,322,1
1763,total,65-74,495,322,1
1763,total,75+,319,322,0
1764,man,-19,2,413,0
1764,man,20-29,102,413,0
1764,man,30-49,576,413,1
1764,man,50-64,650,413,1
1764,man,65-74,657,413,1
1764,man,75+,456,413,1
1764,woman,-19,2,265,0
1764,woman,20-29,96,265,0
1764,woman,30-49,364,265,1
1764,woman,50-64,446,265,1
1764,woman,65-74,396,265,1
1764,woman,75+,232,265,0
1764,total,-19,2,339,0
1764,total,20-29,99,339,0
1764,total,30-49,473,339,1
1764,total,50-64,550,339,1
1764,total,65-74,526,339,1
1764,total,75+,323,339,0
1765,man,-19,3,689,0
1765,man,20-29,175,689,0
1765,man,30-49,864,689,1
1765,man,50-64,1184,689,1
1765,man,65-74,1135,689,1
1765,man,75+,783,689,1
1765,woman,-19,4,427,0
1765,woman,20-29,148,427,0
1765,woman,30-49,566,427,1
1765,woman,50-64,728,427,1
1765,woman,65-74,697,427,1
1765,woman,75+,413,427,0
1765,total,-19,4,560,0
1765,total,20-29,162,560,0
1765,total,30-49,723,560,1
1765,total,50-64,966,560,1
1765,total,65-74,918,560,1
1765,total,75+,563,560,1
1766,man,-19,3,698,0
1766,man,20-29,153,698,0
1766,man,30-49,850,698,1
1766,man,50-64,1372,698,1
1766,man,65-74,1107,698,1
1766,man,75+,730,698,1
1766,woman,-19,3,385,0
1766,woman,20-29,98,385,0
1766,woman,30-49,514,385,1
1766,woman,50-64,783,385,1
1766,woman,65-74,528,385,1
1766,woman,75+,303,385,0
1766,total,-19,3,542,0
1766,total,20-29,127,542,0
1766,total,30-49,684,542,1
1766,total,50-64,1093,542,1
1766,total,65-74,801,542,1
1766,total,75+,482,542,0
1780,man,-19,1,515,0
1780,man,20-29,118,515,0
1780,man,30-49,647,515,1
1780,man,50-64,1009,515,1
1780,man,65-74,940,515,1
1780,man,75+,719,515,1
1780,woman,-19,3,390,0
1780,woman,20-29,109,390,0
1780,woman,30-49,550,390,1
1780,woman,50-64,723,390,1
1780,woman,65-74,568,390,1
1780,woman,75+,401,390,1
1780,total,-19,2,451,0
1780,total,20-29,114,451,0
1780,total,30-49,600,451,1
1780,total,50-64,863,451,1
1780,total,65-74,737,451,1
1780,total,75+,520,451,1
1781,man,-19,1,405,0
1781,man,20-29,100,405,0
1781,man,30-49,473,405,1
1781,man,50-64,769,405,1
1781,man,65-74,584,405,1
1781,man,75+,423,405,1
1781,woman,-19,2,242,0
1781,woman,20-29,79,242,0
1781,woman,30-49,343,242,1
1781,woman,50-64,435,242,1
1781,woman,65-74,302,242,1
1781,woman,75+,184,242,0
1781,total,-19,1,323,0
1781,total,20-29,90,323,0
1781,total,30-49,411,323,1
1781,total,50-64,604,323,1
1781,total,65-74,434,323,1
1781,total,75+,281,323,0
1782,man,-19,1,365,0
1782,man,20-29,825,365,1
1782,man,30-49,377,365,1
1782,man,50-64,472,365,1
1782,man,65-74,503,365,1
1782,man,75+,290,365,0
1782,woman,-19,1,171,0
1782,woman,20-29,60,171,0
1782,woman,30-49,232,171,1
1782,woman,50-64,291,171,1
1782,woman,65-74,249,171,1
1782,woman,75+,135,171,0
1782,total,-19,1,268,0
1782,total,20-29,462,268,1
1782,total,30-49,308,268,1
1782,total,50-64,385,268,1
1782,total,65-74,375,268,1
1782,total,75+,195,268,0
1783,man,-19,1,369,0
1783,man,20-29,100,369,0
1783,man,30-49,391,369,1
1783,man,50-64,648,369,1
1783,man,65-74,571,369,1
1783,man,75+,437,369,1
1783,woman,-19,1,235,0
1783,woman,20-29,69,235,0
1783,woman,30-49,275,235,1
1783,woman,50-64,386,235,1
1783,woman,65-74,346,235,1
1783,woman,75+,220,235,0
1783,total,-19,1,302,0
1783,total,20-29,86,302,0
1783,total,30-49,336,302,1
1783,total,50-64,521,302,1
1783,total,65-74,452,302,1
1783,total,75+,312,302,1
1784,man,-19,3,566,0
1784,man,20-29,122,566,0
1784,man,30-49,659,566,1
1784,man,50-64,1143,566,1
1784,man,65-74,849,566,1
1784,man,75+,584,566,1
1784,woman,-19,1,334,0
1784,woman,20-29,95,334,0
1784,woman,30-49,425,334,1
1784,woman,50-64,604,334,1
1784,woman,65-74,530,334,1
1784,woman,75+,300,334,0
1784,total,-19,2,450,0
1784,total,20-29,109,450,0
1784,total,30-49,545,450,1
1784,total,50-64,880,450,1
1784,total,65-74,681,450,1
1784,total,75+,410,450,0
1785,man,-19,1,721,0
1785,man,20-29,170,721,0
1785,man,30-49,712,721,0
1785,man,50-64,1652,721,1
1785,man,65-74,991,721,1
1785,man,75+,624,721,0
1785,woman,-19,1,313,0
1785,woman,20-29,93,313,0
1785,woman,30-49,444,313,1
1785,woman,50-64,549,313,1
1785,woman,65-74,398,313,1
1785,woman,75+,281,313,0
1785,total,-19,1,519,0
1785,total,20-29,134,519,0
1785,total,30-49,585,519,1
1785,total,50-64,1102,519,1
1785,total,65-74,696,519,1
1785,total,75+,428,519,0
1814,man,20-29,228,667,0
1814,man,30-49,826,667,1
1814,man,50-64,1239,667,1
1814,man,65-74,1033,667,1
1814,man,75+,654,667,0
1814,woman,20-29,179,368,0
1814,woman,30-49,473,368,1
1814,woman,50-64,761,368,1
1814,woman,65-74,413,368,1
1814,woman,75+,228,368,0
1814,total,-19,1,522,0
1814,total,20-29,205,522,0
1814,total,30-49,657,522,1
1814,total,50-64,1006,522,1
1814,total,65-74,757,522,1
1814,total,75+,416,522,0
1860,man,20-29,101,369,0
1860,man,30-49,404,369,1
1860,man,50-64,741,369,1
1860,man,65-74,518,369,1
1860,man,75+,357,369,0
1860,woman,20-29,98,213,0
1860,woman,30-49,286,213,1
1860,woman,50-64,371,213,1
1860,woman,65-74,304,213,1
1860,woman,75+,131,213,0
1860,total,-19,1,292,0
1860,total,20-29,100,292,0
1860,total,30-49,348,292,1
1860,total,50-64,559,292,1
1860,total,65-74,408,292,1
1860,total,75+,225,292,0
1861,man,20-29,137,466,0
1861,man,30-49,608,466,1
1861,man,50-64,870,466,1
1861,man,65-74,732,466,1
1861,man,75+,424,466,0
1861,woman,20-29,124,260,0
1861,woman,30-49,402,260,1
1861,woman,50-64,447,260,1
1861,woman,65-74,327,260,1
1861,woman,75+,180,260,0
1861,total,20-29,131,365,0
1861,total,30-49,508,365,1
1861,total,50-64,664,365,1
1861,total,65-74,537,365,1
1861,total,75+,280,365,0
1862,man,20-29,90,319,0
1862,man,30-49,365,319,1
1862,man,50-64,527,319,1
1862,man,65-74,592,319,1
1862,man,75+,378,319,1
1862,woman,-19,0,193,0
1862,woman,20-29,90,193,0
1862,woman,30-49,248,193,1
1862,woman,50-64,355,193,1
1862,woman,65-74,237,193,1
1862,woman,75+,145,193,0
1862,total,-19,0,257,0
1862,total,20-29,90,257,0
1862,total,30-49,310,257,1
1862,total,50-64,443,257,1
1862,total,65-74,410,257,1
1862,total,75+,238,257,0
1863,man,-19,2,282,0
1863,man,20-29,77,282,0
1863,man,30-49,301,282,1
1863,man,50-64,457,282,1
1863,man,65-74,538,282,1
1863,man,75+,288,282,1
1863,woman,-19,1,167,0
1863,woman,20-29,48,167,0
1863,woman,30-49,228,167,1
1863,woman,50-64,296,167,1
1863,woman,65-74,239,167,1
1863,woman,75+,139,167,0
1863,total,-19,2,224,0
1863,total,20-29,63,224,0
1863,total,30-49,266,224,1
1863,total,50-64,380,224,1
1863,total,65-74,386,224,1
1863,total,75+,203,224,0
1864,man,-19,2,266,0
1864,man,20-29,78,266,0
1864,man,30-49,235,266,0
1864,man,50-64,442,266,1
1864,man,65-74,567,266,1
1864,man,75+,249,266,0
1864,woman,-19,1,157,0
1864,woman,20-29,52,157,0
1864,woman,30-49,194,157,1
1864,woman,50-64,267,157,1
1864,woman,65-74,247,157,1
1864,woman,75+,93,157,0
1864,total,-19,2,213,0
1864,total,20-29,66,213,0
1864,total,30-49,215,213,1
1864,total,50-64,357,213,1
1864,total,65-74,411,213,1
1864,total,75+,159,213,0
1880,man,-19,1,528,0
1880,man,20-29,88,528,0
1880,man,30-49,634,528,1
1880,man,50-64,1143,528,1
1880,man,65-74,1145,528,1
1880,man,75+,595,528,1
1880,woman,-19,1,353,0
1880,woman,20-29,93,353,0
1880,woman,30-49,546,353,1
1880,woman,50-64,636,353,1
1880,woman,65-74,603,353,1
1880,woman,75+,322,353,0
1880,total,-19,1,438,0
1880,total,20-29,91,438,0
1880,total,30-49,590,438,1
1880,total,50-64,885,438,1
1880,total,65-74,858,438,1
1880,total,75+,426,438,0
1881,man,-19,1,453,0
1881,man,20-29,151,453,0
1881,man,30-49,653,453,1
1881,man,50-64,821,453,1
1881,man,65-74,693,453,1
1881,man,75+,491,453,1
1881,woman,20-29,166,308,0
1881,woman,30-49,523,308,1
1881,woman,50-64,528,308,1
1881,woman,65-74,364,308,1
1881,woman,75+,178,308,0
1881,total,-19,0,380,0
1881,total,20-29,158,380,0
1881,total,30-49,589,380,1
1881,total,50-64,676,380,1
1881,total,65-74,527,380,1
1881,total,75+,296,380,0
1882,man,-19,1,569,0
1882,man,20-29,154,569,0
1882,man,30-49,747,569,1
1882,man,50-64,945,569,1
1882,man,65-74,892,569,1
1882,man,75+,505,569,0
1882,woman,-19,1,301,0
1882,woman,20-29,118,301,0
1882,woman,30-49,452,301,1
1882,woman,50-64,466,301,1
1882,woman,65-74,441,301,1
1882,woman,75+,240,301,0
1882,total,-19,1,435,0
1882,total,20-29,137,435,0
1882,total,30-49,603,435,1
1882,total,50-64,712,435,1
1882,total,65-74,665,435,1
1882,total,75+,350,435,0
1883,man,-19,2,356,0
1883,man,20-29,89,356,0
1883,man,30-49,469,356,1
1883,man,50-64,616,356,1
1883,man,65-74,573,356,1
1883,man,75+,363,356,1
1883,woman,-19,1,236,0
1883,woman,20-29,99,236,0
1883,woman,30-49,349,236,1
1883,woman,50-64,410,236,1
1883,woman,65-74,284,236,1
1883,woman,75+,189,236,0
1883,total,-19,2,296,0
